dv,heat,year,region,country,rain,DM_urban_p,ED_educ_years_mean,ED_litt_p,EI_internet_week_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,DP_decide_money_p,DP_earn_more_equal_p,WK_working_paid_p,DP_owns_house_p,DP_owns_land_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_visits_p,DP_decide_contraception_p,DP_decide_no_contraception_p,DV_phys_partner_12m_p,DV_phys_12m_p,WL_wealth_median,DM_age_diff_mean,DM_age_diff_10plus_p,EI_women_elec_p,region_id
17.39,0.0,2009,7,TLS,-0.1287002,5.83,4.27,47.2,,17.35,19.11,10.5,48.41,72.86,6.28,,,13.27,19.0,,,,15.38,17.39,16.87,4.81,14.28,14.83,TLS_7
42.28,0.0,2009,8,TLS,-0.1206547,23.15,7.28,78.12,,12.03,21.94,28.99,56.21,36.75,32.07,,,37.3,30.48,,,,50.23,42.28,19.21,6.06,39.05,33.21,TLS_8
25.67,0.0,2009,9,TLS,-0.05198792,11.05,5.71,62.77,,22.96,42.05,29.38,26.81,56.25,12.07,,,16.69,12.68,,,,22.57,25.67,24.69,6.24,15.67,39.86,TLS_9
10.59,0.0,2009,10,TLS,-0.1023175,2.63,7.02,73.74,,26.67,32.42,36.31,40.51,52.77,15.19,,,21.73,53.13,,,,9.2,10.59,35.63,4.75,20.75,49.24,TLS_10
64.96,0.0,2009,11,TLS,-0.1023175,23.99,6.8,70.31,,24.94,50.15,29.98,44.78,66.17,15.05,,,39.42,11.02,,,,73.68,64.96,14.44,5.76,16.34,37.5,TLS_11
43.85,0.0,2009,12,TLS,-0.1563531,16.58,4.29,51.59,,7.79,18.39,29.2,23.96,58.98,5.45,,,37.18,19.13,,,,49.5,43.85,8.09,5.66,28.92,16.86,TLS_12
20.44,0.0,2009,13,TLS,-0.08834331,6.53,5.94,66.64,,11.59,15.78,21.63,3.24,60.18,7.98,,,6.53,5.37,,,,24.17,20.44,12.87,4.41,22.82,32.14,TLS_13
23.98,0.1666667,2016,1,TLS,-0.0434864,7.79,6.81,74.03,9.2,5.19,12.37,21.19,35.04,71.33,29.53,94.0,88.36,31.76,40.73,,13.15,25.59,29.14,23.98,37.02,5.68,14.27,71.59,TLS_1
33.25,0.1666667,2016,2,TLS,-0.04866658,12.79,6.17,64.82,8.89,1.76,10.66,15.11,22.34,55.82,55.43,84.59,83.44,17.63,23.81,,8.45,15.62,37.91,33.25,26.4,5.4,26.1,58.67,TLS_2
20.11,0.1666667,2016,3,TLS,-0.0281157,18.27,7.94,76.91,20.09,4.41,10.15,37.49,37.89,48.55,69.32,68.81,62.62,32.0,53.74,,10.0,21.5,22.44,20.11,36.72,5.05,13.95,88.43,TLS_3
30.43,0.1666667,2016,4,TLS,-0.05168852,16.55,5.59,60.32,11.27,5.36,17.23,38.37,27.19,53.91,30.44,80.33,71.0,36.93,49.7,,5.97,17.42,35.43,30.43,46.1,5.32,21.4,79.28,TLS_4
43.59,0.1666667,2016,5,TLS,-0.05099411,13.34,7.33,69.91,8.59,4.36,9.15,19.83,48.41,51.11,63.4,91.44,90.76,31.61,56.73,,12.53,21.71,48.01,43.59,36.91,5.52,18.43,71.51,TLS_5
16.46,0.1666667,2016,6,TLS,-0.0434864,91.66,11.08,91.07,40.07,11.91,16.29,65.88,44.43,49.96,75.48,80.15,32.02,31.06,49.13,,7.58,12.3,24.46,16.46,71.85,4.48,12.18,97.61,TLS_6
44.09,0.1666667,2016,7,TLS,-0.04870553,6.86,4.5,53.88,4.99,5.11,8.14,12.89,31.53,86.27,17.62,98.11,97.98,35.93,45.81,,14.48,13.82,46.93,44.09,25.83,5.39,23.03,51.31,TLS_7
29.96,0.1666667,2016,8,TLS,-0.04654139,22.59,7.35,74.48,21.1,4.6,11.95,32.95,40.27,62.1,52.88,97.27,87.22,34.89,39.63,,4.92,14.42,36.19,29.96,38.9,5.52,25.21,85.75,TLS_8
46.91,0.1666667,2016,9,TLS,-0.01771357,8.82,6.61,72.15,10.52,10.37,20.69,26.96,35.95,71.93,26.59,96.7,94.99,41.16,52.93,,4.98,11.87,48.39,46.91,44.04,5.08,17.0,74.93,TLS_9
22.82,0.1666667,2016,10,TLS,-0.03982003,8.34,7.24,73.16,13.77,6.32,14.03,43.92,42.59,47.4,68.45,95.41,68.98,19.52,79.01,,6.04,11.36,27.94,22.82,45.81,5.08,17.21,93.53,TLS_10
26.77,0.1666667,2016,11,TLS,-0.03982003,13.05,7.65,77.9,19.22,5.81,23.75,37.31,30.85,80.24,21.88,84.24,82.6,26.26,35.06,,4.58,11.65,37.38,26.77,36.54,5.34,18.26,67.2,TLS_11
34.35,0.08333333,2016,12,TLS,-0.102917,20.46,5.65,64.19,4.0,5.44,7.47,20.2,44.92,46.96,20.55,90.68,88.77,22.74,52.78,,10.31,13.68,29.83,34.35,19.21,5.93,24.48,75.68,TLS_12
27.2,0.1666667,2016,13,TLS,-0.03423263,7.29,6.76,73.51,7.54,8.03,9.06,28.92,19.59,81.39,62.73,97.8,92.73,32.8,37.44,,4.31,22.63,24.87,27.2,36.72,4.52,11.5,69.49,TLS_13
49.63,0.0,2010,1,TZA,-0.1898834,12.95,4.74,61.11,,11.65,42.85,4.86,35.24,17.09,7.97,,,11.18,3.71,,,,43.06,49.63,8.09,6.7,24.01,2.37,TZA_1
25.58,0.0,2010,2,TZA,-0.2332682,26.6,5.78,72.47,,17.41,53.72,19.53,42.37,17.02,84.99,,,10.15,6.12,,,,30.77,25.58,10.05,8.64,38.57,13.22,TZA_2
13.1,0.08333333,2010,3,TZA,-0.06875211,28.94,7.55,88.67,,17.86,72.84,33.82,44.82,35.77,46.56,,,23.61,16.72,,,,12.42,13.1,17.11,5.78,16.56,31.73,TZA_3
12.08,0.0,2010,4,TZA,-0.475346,26.37,5.76,68.74,,11.78,55.34,26.85,29.45,19.2,43.81,,,17.72,9.38,,,,6.6,12.08,9.97,8.0,28.24,24.89,TZA_4
48.33,0.08333333,2010,5,TZA,-0.5408738,35.11,5.55,72.41,,27.78,68.06,25.22,21.62,20.9,34.12,,,14.34,5.44,,,,42.97,48.33,12.79,6.59,16.35,13.13,TZA_5
26.88,0.08333333,2010,6,TZA,-0.4203157,35.07,5.04,68.43,,22.99,75.4,23.22,28.7,17.69,36.27,,,4.79,2.04,,,,26.08,26.88,12.79,9.19,24.05,10.79,TZA_6
23.7,0.1666667,2010,7,TZA,-0.6039968,92.47,7.81,84.05,,46.2,73.88,72.01,59.95,21.01,89.59,,,31.69,14.54,,,,25.52,23.7,38.46,7.3,30.07,68.08,TZA_7
23.54,0.25,2010,8,TZA,-0.5563868,16.79,4.29,61.76,,15.88,49.59,8.49,10.78,51.76,9.48,,,13.42,7.18,,,,20.14,23.54,10.05,6.96,27.0,3.49,TZA_8
25.12,0.1666667,2010,9,TZA,-0.08740569,25.94,5.64,71.57,,20.25,48.27,13.3,23.86,35.88,9.05,,,10.21,7.62,,,,24.43,25.12,10.05,6.92,41.15,11.56,TZA_9
36.29,0.25,2010,10,TZA,-0.3893369,18.47,6.75,81.38,,10.69,55.54,16.48,17.37,26.81,20.47,,,12.08,6.06,,,,33.08,36.29,13.11,5.7,18.29,7.48,TZA_10
33.86,0.08333333,2010,11,TZA,-0.3742869,24.78,6.48,80.85,,13.27,66.25,19.66,29.85,29.76,34.37,,,30.38,16.29,,,,37.03,33.86,13.11,6.36,23.12,19.49,TZA_11
46.23,0.1666667,2010,12,TZA,-0.2920627,21.91,5.85,70.41,,35.97,66.44,28.51,21.95,20.67,32.03,,,9.74,8.87,,,,43.92,46.23,13.11,8.24,27.63,14.09,TZA_12
45.55,0.0,2010,13,TZA,-0.0678791,19.01,5.72,73.46,,20.55,58.28,9.54,23.02,19.95,17.62,,,14.74,5.52,,,,50.11,45.55,10.05,6.89,18.34,5.66,TZA_13
36.21,0.08333333,2010,14,TZA,-0.07894931,10.3,4.1,55.47,,8.83,51.23,17.26,28.44,15.49,21.54,,,6.86,3.75,,,,29.61,36.21,13.11,6.75,15.03,9.42,TZA_14
44.01,0.25,2010,15,TZA,-0.2691724,16.84,4.52,60.49,,26.13,52.93,9.62,11.67,22.77,20.6,,,5.61,3.07,,,,44.55,44.01,9.97,5.67,18.2,5.46,TZA_15
32.37,0.08333333,2010,16,TZA,0.00451835,30.37,5.32,71.74,,17.01,50.93,18.39,24.16,14.89,31.4,,,26.37,7.62,,,,30.88,32.37,10.05,6.3,16.33,5.49,TZA_16
33.84,0.08333333,2010,19,TZA,0.2980585,18.1,5.04,63.6,,10.62,50.88,17.06,37.35,26.6,24.61,,,12.41,3.24,,,,33.1,33.84,13.11,7.47,21.9,9.92,TZA_19
57.46,0.08333333,2010,20,TZA,0.1770414,15.3,6.0,72.86,,9.56,43.51,10.5,56.69,13.36,14.99,,,12.3,6.44,,,,56.22,57.46,10.05,10.21,23.99,5.87,TZA_20
7.6,0.08333333,2010,51,TZA,-0.573987,0.0,5.73,69.57,,5.11,68.08,11.2,70.66,14.74,66.42,,,29.72,5.33,,,,5.83,7.6,18.76,7.47,39.24,12.09,TZA_51
15.24,0.08333333,2010,52,TZA,-0.573987,4.59,7.83,88.08,,17.39,89.59,33.08,83.29,25.47,92.23,,,40.75,11.44,,,,12.45,15.24,28.25,7.99,32.67,25.91,TZA_52
10.24,0.08333333,2010,53,TZA,-0.4788435,84.76,8.66,87.85,,21.25,76.56,62.39,82.36,17.46,94.16,,,36.46,4.68,,,,5.21,10.24,54.29,8.5,54.18,73.55,TZA_53
21.93,0.0,2015,1,TZA,-0.2127228,19.67,5.64,71.98,1.21,7.16,23.04,7.56,26.5,45.65,61.74,58.7,57.5,9.35,9.31,,14.76,16.01,25.15,21.93,17.7,7.04,22.52,4.62,TZA_1
23.08,0.0,2015,2,TZA,-0.03088883,29.14,6.35,76.36,6.81,13.26,45.62,26.17,40.87,22.62,58.55,42.66,29.3,13.26,5.84,,16.94,25.8,26.81,23.08,21.19,8.23,32.03,24.01,TZA_2
13.53,0.0,2015,3,TZA,-0.01162418,34.77,7.96,92.78,9.18,17.41,60.27,41.43,39.61,30.5,73.19,25.25,20.07,18.35,9.98,,23.7,26.87,19.77,13.53,38.03,4.93,12.5,46.23,TZA_3
10.17,0.0,2015,4,TZA,-0.1152699,40.89,6.53,75.11,5.14,20.97,53.95,41.85,57.53,29.13,63.23,30.82,23.58,13.71,9.11,,34.35,41.22,13.7,10.17,27.71,7.51,29.96,38.53,TZA_4
14.32,0.1666667,2015,5,TZA,-0.4067987,33.27,6.38,82.11,6.43,21.28,52.2,28.7,28.98,37.52,64.3,30.59,27.87,12.9,8.3,,13.0,29.7,18.81,14.32,22.37,6.56,30.35,27.05,TZA_5
13.87,0.08333333,2015,7,TZA,-0.3340656,100.0,8.24,91.25,25.38,25.16,58.57,67.55,46.92,21.03,87.81,18.65,12.4,20.42,14.49,,10.83,25.04,19.13,13.87,52.03,6.78,22.6,77.82,TZA_7
14.5,0.3333333,2015,9,TZA,-0.324585,26.85,5.95,71.73,2.35,7.52,46.92,14.47,22.7,21.31,32.43,45.73,46.93,13.33,6.62,,11.09,20.05,16.33,14.5,21.19,6.17,16.94,15.35,TZA_9
21.96,0.1666667,2015,11,TZA,-0.6044342,36.43,7.21,87.84,5.62,11.7,43.8,25.16,20.71,35.48,68.84,50.33,46.4,17.14,6.92,,9.15,20.12,26.09,21.96,23.46,5.47,13.19,29.59,TZA_11
30.57,0.08333333,2015,12,TZA,-0.1289567,34.35,6.95,81.97,4.39,18.1,39.08,18.86,21.77,42.45,66.55,44.92,41.13,12.16,11.6,,12.98,28.81,36.17,30.57,19.04,7.55,14.03,18.23,TZA_12
27.43,0.08333333,2015,15,TZA,-0.00214995,26.36,4.94,62.03,2.51,19.31,42.64,21.44,14.35,34.74,39.39,37.34,38.42,8.26,6.14,,27.45,41.13,30.86,27.43,17.7,5.72,14.39,9.23,TZA_15
25.61,0.1666667,2015,16,TZA,-0.08895984,18.81,5.42,68.57,2.58,7.56,41.15,15.0,52.4,19.32,28.23,44.23,37.94,24.79,9.73,,10.29,24.99,28.4,25.61,17.7,6.8,23.86,10.35,TZA_16
28.63,0.0,2015,19,TZA,0.1842111,25.11,5.76,72.02,2.84,7.45,41.07,16.56,40.18,30.44,40.87,38.01,33.99,19.21,5.37,,20.4,39.88,33.34,28.63,19.22,6.73,22.45,14.63,TZA_19
42.57,0.0,2015,20,TZA,-0.1015352,25.06,6.43,71.56,2.86,13.5,50.24,25.91,20.81,19.3,39.97,53.49,40.75,9.93,6.9,,30.03,33.32,52.16,42.57,15.93,8.84,35.23,17.1,TZA_20
3.8,0.0,2015,51,TZA,-0.3060474,8.59,6.65,81.24,0.69,8.62,58.13,25.99,82.43,13.66,78.47,7.71,9.09,18.88,8.62,,19.61,42.3,3.35,3.8,29.19,7.49,42.35,19.94,TZA_51
5.27,0.0,2015,52,TZA,-0.1519482,6.42,8.34,89.08,3.52,3.23,70.29,35.1,92.97,9.49,91.18,12.89,16.08,26.73,9.15,,27.83,50.44,4.75,5.27,33.48,6.23,35.76,35.64,TZA_52
4.24,0.0,2015,53,TZA,-0.2604439,52.15,9.19,94.0,16.63,15.66,68.4,70.48,81.51,23.48,93.02,13.51,9.56,20.95,9.15,,12.45,43.18,4.88,4.24,66.3,7.4,27.4,83.62,TZA_53
26.17,0.1666667,2006,1,UGA,-0.1492273,36.25,6.84,79.88,,32.91,88.99,28.14,74.13,13.13,39.27,,,16.99,7.99,,,,20.53,26.17,17.11,6.61,23.1,30.03,UGA_1
42.46,0.08333333,2006,2,UGA,-0.384705,8.12,4.96,50.66,,12.46,70.11,6.58,42.74,15.65,14.85,,,21.28,9.33,,,,39.69,42.46,9.97,6.6,21.98,3.1,UGA_2
36.3,0.25,2006,3,UGA,-0.3250981,11.53,3.3,34.02,,4.56,53.93,1.18,50.29,29.42,18.43,,,23.6,24.87,,,,36.74,36.3,9.97,5.72,15.1,1.24,UGA_3
34.37,0.3333333,2006,4,UGA,-0.09971955,8.69,4.29,54.16,,7.6,75.72,3.68,42.97,20.56,12.9,,,25.54,18.07,,,,36.88,34.37,9.97,5.86,19.55,4.52,UGA_4
21.24,0.0,2011,1,UGA,0.1160227,42.05,7.38,81.37,,29.39,77.59,40.56,67.38,13.93,72.88,25.76,27.71,21.75,11.64,,,,15.13,21.24,21.9,6.62,22.57,39.42,UGA_1
29.25,0.0,2011,2,UGA,-0.1392273,10.67,5.51,52.55,,9.64,65.92,9.74,52.68,20.99,31.8,48.4,37.2,26.35,13.23,,,,24.37,29.25,11.25,6.61,20.39,5.7,UGA_2
33.28,0.5,2011,3,UGA,0.01252018,8.9,3.94,42.66,,7.05,70.61,6.02,53.08,24.54,54.32,60.14,51.59,24.5,21.23,,,,32.2,33.28,9.97,5.84,12.89,1.97,UGA_3
28.45,0.4166667,2011,4,UGA,0.05995776,9.49,5.22,69.08,,9.77,80.23,13.61,36.63,21.03,37.23,48.99,44.41,21.09,20.27,,,,26.52,28.45,11.15,6.16,23.67,8.82,UGA_4
16.57,0.0,2016,1,UGA,0.9412286,47.98,8.24,82.63,16.48,19.38,67.03,45.28,68.98,16.38,68.3,23.82,18.81,35.88,14.51,,35.35,45.42,17.14,16.57,31.1,6.42,16.01,59.33,UGA_1
24.01,0.0,2016,2,UGA,0.5776765,15.84,6.41,64.18,3.44,10.1,58.74,14.91,48.43,23.91,41.96,40.78,30.24,26.29,13.85,,32.5,40.12,21.88,24.01,14.44,6.01,18.51,17.71,UGA_2
25.93,0.0,2016,3,UGA,0.05154749,14.99,4.78,50.0,1.47,2.87,46.46,5.23,49.76,26.47,31.89,49.2,39.95,39.34,21.64,,26.34,38.72,27.82,25.93,10.05,5.88,15.52,9.16,UGA_3
23.08,0.0,2016,4,UGA,0.2407891,21.94,5.94,68.15,3.27,3.99,57.82,11.12,40.95,28.27,49.82,42.67,38.52,22.17,16.96,,25.61,39.46,24.24,23.08,13.49,5.8,17.81,29.14,UGA_4
10.24,0.3333333,2016,1,ZAF,-0.3560709,97.83,10.89,99.08,58.68,74.65,75.17,91.89,21.2,45.81,97.67,31.06,,40.63,18.84,,42.43,37.1,13.21,10.24,80.83,3.91,28.5,98.77,ZAF_1
9.84,0.25,2016,4,ZAF,-0.3133173,86.31,10.41,98.59,37.87,46.7,68.0,78.05,15.49,40.9,95.42,30.49,,21.63,15.76,,34.23,25.33,12.34,9.84,76.81,4.81,34.47,94.67,ZAF_4
9.71,0.4166667,2016,5,ZAF,-0.2716475,51.97,10.11,95.97,36.72,27.31,47.32,63.13,34.3,42.65,93.0,25.34,,42.5,21.72,,36.1,34.92,10.78,9.71,66.92,5.21,28.51,85.4,ZAF_5
7.24,0.5,2016,7,ZAF,-0.2602606,67.4,10.5,95.7,43.68,39.49,53.47,75.02,34.87,37.42,92.92,28.05,,42.22,17.88,,43.28,39.09,6.6,7.24,71.25,5.61,20.62,91.23,ZAF_7
24.53,0.0,2007,1,ZMB,0.1485016,29.86,6.41,69.05,,16.23,59.35,30.63,49.54,24.91,79.37,,,23.06,12.74,,,,28.93,24.53,12.31,6.45,16.62,16.21,ZMB_1
43.65,0.0,2007,2,ZMB,0.2290492,84.38,8.16,80.33,,26.66,73.67,55.79,48.67,27.1,81.58,,,42.5,16.14,,,,53.29,43.65,36.57,6.81,17.32,48.87,ZMB_2
25.62,0.0,2007,3,ZMB,0.149609,16.26,4.97,50.02,,17.1,53.85,11.86,22.86,31.39,40.37,,,37.79,11.38,,,,29.18,25.62,7.14,6.11,14.52,7.7,ZMB_3
46.36,0.0,2007,4,ZMB,0.239224,17.42,5.33,57.77,,4.52,43.87,9.99,41.14,22.34,24.43,,,38.02,6.94,,,,53.54,46.36,10.05,6.18,8.76,6.12,ZMB_4
32.68,0.0,2007,5,ZMB,-0.1425979,86.36,8.08,74.07,,36.41,69.2,64.8,48.25,26.45,93.24,,,31.64,19.48,,,,39.77,32.68,39.86,6.12,17.23,59.16,ZMB_5
32.62,0.0,2007,7,ZMB,0.2427465,19.18,5.01,46.64,,10.35,50.19,7.76,41.07,17.12,16.5,,,26.46,16.32,,,,37.03,32.62,6.85,6.3,15.84,4.43,ZMB_7
31.13,0.0,2007,8,ZMB,-0.09384518,26.14,6.82,66.62,,39.78,58.15,26.96,29.97,25.55,63.0,,,11.51,17.39,,,,38.16,31.13,12.87,6.17,17.24,19.68,ZMB_8
27.43,0.0,2007,9,ZMB,0.1470741,13.6,5.09,57.35,,8.68,35.2,9.58,9.34,33.5,25.06,,,16.67,8.12,,,,38.14,27.43,0.0,7.22,15.84,6.37,ZMB_9
17.25,0.0,2013,1,ZMB,0.1960055,28.26,6.82,68.17,,22.96,51.94,25.08,35.59,28.11,75.16,47.92,35.11,22.56,8.45,,,,19.33,17.25,16.81,6.41,14.06,16.13,ZMB_1
19.55,0.0,2013,2,ZMB,0.01687118,83.94,8.58,83.65,,24.17,56.7,65.46,38.74,27.4,79.68,29.39,18.24,45.37,14.68,,,,25.06,19.55,49.89,6.71,21.44,58.96,ZMB_2
18.16,0.0,2013,3,ZMB,-0.03625124,18.06,5.4,50.3,,17.73,49.93,21.11,24.5,36.6,43.57,61.64,41.27,27.97,7.49,,,,19.35,18.16,13.11,6.13,14.74,8.81,ZMB_3
24.33,0.0,2013,4,ZMB,0.1052076,21.46,5.52,48.08,,13.95,37.03,12.38,24.7,40.38,42.55,65.79,60.37,28.19,5.44,,,,27.57,24.33,13.11,5.79,11.61,6.78,ZMB_4
16.83,0.0,2013,5,ZMB,0.007442875,87.99,8.37,80.09,,31.95,61.85,76.73,45.53,27.56,92.76,24.04,15.0,40.86,14.4,,,,20.74,16.83,48.36,6.02,14.62,75.6,ZMB_5
14.39,0.0,2013,7,ZMB,0.1068105,28.1,6.38,60.91,,18.02,45.03,20.84,40.38,24.7,30.81,50.51,50.92,18.83,9.99,,,,16.62,14.39,10.05,5.88,10.78,16.02,ZMB_7
18.42,0.0,2013,8,ZMB,0.1135902,26.73,7.16,71.95,,21.64,47.3,29.38,36.64,19.82,52.92,53.41,34.1,22.4,17.22,,,,20.77,18.42,16.32,5.79,19.66,20.06,ZMB_8
16.79,0.0,2013,9,ZMB,0.140875,21.67,5.86,65.78,,8.07,31.49,15.82,20.41,27.47,25.04,60.84,46.63,34.99,18.17,,,,20.29,16.79,4.08,6.51,13.82,8.44,ZMB_9
11.44,0.0,2018,1,ZMB,0.738275,32.27,7.44,73.86,8.98,11.08,38.58,30.69,30.16,30.62,72.2,37.36,27.53,28.34,13.35,,7.76,15.76,14.94,11.44,20.9,6.14,16.1,27.83,ZMB_1
20.86,0.0,2018,2,ZMB,0.819517,86.37,8.79,77.08,17.4,14.46,42.17,62.78,46.83,22.58,74.74,14.66,8.37,60.22,15.76,,19.72,25.62,23.61,20.86,53.02,6.36,8.72,68.2,ZMB_2
19.59,0.08333333,2018,3,ZMB,0.3225574,16.8,5.45,49.53,3.6,10.72,30.33,17.51,23.0,34.11,45.97,53.75,48.41,35.06,7.85,,13.27,27.87,21.38,19.59,16.27,5.58,9.96,15.75,ZMB_3
19.64,0.0,2018,4,ZMB,0.5343072,23.5,5.9,50.37,5.11,6.22,43.27,22.3,15.28,29.15,39.4,46.82,31.78,50.81,4.51,,13.5,39.18,23.61,19.64,16.27,5.76,13.5,15.14,ZMB_4
14.01,0.08333333,2018,5,ZMB,0.5761406,87.38,8.77,80.01,18.62,15.18,43.06,72.86,39.55,24.78,97.69,20.78,9.18,43.06,14.19,,21.06,28.93,18.85,14.01,56.47,5.74,13.14,80.83,ZMB_5
8.33,0.0,2018,7,ZMB,0.4132315,24.52,7.08,64.44,8.68,1.01,11.75,18.86,22.7,38.3,58.76,40.2,39.79,26.14,10.57,,10.82,15.9,9.72,8.33,16.27,5.29,17.79,22.6,ZMB_7
24.32,0.0,2018,8,ZMB,0.02943471,33.22,7.53,72.22,5.54,5.35,26.97,22.78,30.59,22.92,68.93,30.54,20.5,34.16,16.32,,11.88,41.12,27.96,24.32,25.1,5.56,13.32,22.41,ZMB_8
14.41,0.0,2018,9,ZMB,0.09005215,22.91,6.14,63.3,5.77,9.37,19.74,14.44,23.17,11.28,20.67,39.62,28.14,45.53,15.06,,12.88,29.46,18.42,14.41,8.05,6.21,15.47,12.83,ZMB_9
14.79,0.4166667,2005,1,ZWE,-0.5808891,21.83,7.61,91.47,,19.32,39.13,25.5,28.82,21.19,77.06,,,10.43,23.34,,,,18.82,14.79,20.85,8.02,24.2,24.49,ZWE_1
20.69,0.3333333,2005,2,ZWE,-0.2819456,6.99,6.75,82.76,,8.37,39.15,15.43,45.93,26.13,61.36,,,14.49,30.6,,,,24.79,20.69,19.14,6.94,15.33,17.03,ZWE_2
25.36,0.4166667,2005,3,ZWE,-0.3796416,15.88,8.06,90.7,,14.39,38.08,23.74,44.87,46.55,76.49,,,26.39,25.74,,,,29.54,25.36,23.22,6.47,18.98,29.56,ZWE_3
19.94,0.4166667,2005,4,ZWE,-0.361878,36.06,7.37,84.62,,14.74,45.67,33.34,35.35,33.25,70.86,,,16.77,28.37,,,,25.79,19.94,26.28,6.95,23.7,43.09,ZWE_4
11.2,0.3333333,2005,5,ZWE,-0.3874661,14.16,7.15,88.27,,19.73,18.81,12.11,34.58,30.51,82.56,,,38.0,21.42,,,,15.83,11.2,10.35,7.17,15.87,15.95,ZWE_5
11.74,0.3333333,2005,6,ZWE,-0.5648508,19.31,7.85,92.79,,22.88,39.89,24.76,39.82,39.6,71.71,,,27.28,24.36,,,,17.25,11.74,20.4,7.19,21.77,23.09,ZWE_6
23.68,0.4166667,2005,7,ZWE,-0.4347378,30.78,7.92,93.57,,18.24,44.19,28.52,13.31,33.96,27.64,,,20.27,23.55,,,,30.71,23.68,22.84,7.38,23.81,32.92,ZWE_7
15.62,0.3333333,2005,8,ZWE,-0.5969402,7.66,6.91,87.48,,7.59,28.76,10.6,41.85,29.31,46.03,,,11.5,27.27,,,,20.24,15.62,14.44,6.84,17.81,9.86,ZWE_8
13.84,0.4166667,2005,9,ZWE,-0.3799808,100.0,9.3,97.94,,50.16,80.47,79.15,31.27,33.99,90.19,,,17.7,17.73,,,,21.31,13.84,66.56,6.41,20.25,87.21,ZWE_9
7.81,0.3333333,2005,10,ZWE,-0.5183343,100.0,9.22,98.26,,60.9,81.32,82.68,23.41,29.59,92.67,,,22.51,9.14,,,,13.86,7.81,69.69,6.46,27.72,99.14,ZWE_10
21.41,0.08333333,2010,1,ZWE,-0.03167921,20.35,8.92,94.44,,15.89,38.46,29.93,36.69,37.72,56.06,43.43,42.89,22.58,28.47,,,,23.57,21.41,31.28,6.69,18.38,27.73,ZWE_1
18.07,0.1666667,2010,3,ZWE,-0.1304178,14.37,9.11,95.01,,12.34,33.74,21.36,26.43,46.42,61.49,43.01,43.99,33.82,30.92,,,,20.99,18.07,32.22,7.14,23.19,20.92,ZWE_3
19.8,0.25,2010,4,ZWE,-0.02383252,25.42,8.39,91.41,,8.73,27.32,28.86,28.35,38.85,73.07,38.43,38.99,16.18,14.33,,,,22.07,19.8,30.06,6.25,13.91,38.95,ZWE_4
13.07,0.08333333,2010,6,ZWE,0.05596502,15.72,8.69,92.92,,5.4,15.94,12.3,27.16,41.3,61.17,32.25,29.36,28.49,8.34,,,,17.2,13.07,27.72,6.76,17.79,11.28,ZWE_6
15.7,0.08333333,2010,7,ZWE,0.01705336,30.24,9.0,95.74,,10.75,23.2,28.98,23.99,41.54,62.29,38.57,33.58,20.01,12.79,,,,19.03,15.7,28.93,6.47,13.28,32.39,ZWE_7
20.17,0.0,2010,8,ZWE,0.04427582,9.11,8.66,91.08,,8.35,21.07,16.56,39.0,28.49,74.05,54.81,52.17,20.32,17.24,,,,23.8,20.17,23.64,7.03,16.86,15.45,ZWE_8
21.06,0.1666667,2010,9,ZWE,-0.1285272,100.0,10.26,98.58,,32.58,47.23,65.81,29.02,31.05,88.88,15.37,17.17,28.2,18.38,,,,20.52,21.06,65.2,5.73,15.96,82.86,ZWE_9
16.8,0.08333333,2015,1,ZWE,-0.5171648,17.24,8.5,93.47,8.28,13.25,38.58,20.41,45.16,21.83,76.67,42.78,34.92,25.87,28.47,,14.0,,16.76,16.8,23.22,7.02,24.9,20.63,ZWE_1
14.99,0.08333333,2015,2,ZWE,-0.4946442,7.56,7.93,87.69,6.84,8.4,41.7,13.66,22.56,32.96,63.19,49.76,45.83,31.16,29.93,,11.34,,14.31,14.99,19.14,6.1,18.1,14.49,ZWE_2
16.37,0.08333333,2015,3,ZWE,-0.4233947,19.33,9.15,95.03,17.45,12.4,44.91,18.83,31.56,39.96,80.38,35.59,29.85,32.71,24.92,,17.46,,16.36,16.37,25.18,6.16,18.84,23.34,ZWE_3
13.03,0.08333333,2015,4,ZWE,-0.4150827,33.83,8.91,89.48,17.21,12.84,42.26,30.03,32.5,32.54,74.73,42.93,34.19,29.14,25.58,,17.13,,14.62,13.03,26.28,6.58,23.67,31.74,ZWE_4
11.03,0.08333333,2015,5,ZWE,-0.2866362,13.14,8.34,92.97,12.93,8.5,20.95,14.12,39.99,31.19,72.25,44.5,38.13,44.87,34.6,,24.35,,9.58,11.03,17.11,7.64,18.99,17.74,ZWE_5
10.7,0.08333333,2015,6,ZWE,-0.2204304,19.16,9.13,90.03,20.0,9.42,20.86,19.81,28.77,23.91,86.23,30.72,21.47,40.53,34.62,,20.83,,14.67,10.7,23.37,6.29,28.25,18.73,ZWE_6
14.72,0.08333333,2015,7,ZWE,-0.3576299,31.88,9.3,97.15,15.67,11.04,27.59,28.26,29.95,33.81,65.01,38.27,33.08,42.82,23.46,,20.7,,14.4,14.72,26.28,6.4,19.66,30.2,ZWE_7
